"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"XYF","X Financial","4.4","$664.59M","2018","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/xyf",
"XFLT","XAI Octagon Floating Rate & Alternative Income Term Trust","7.85","$65.53M","2017","n/a","n/a","https://www.nasdaq.com/symbol/xflt",
"XBIT","XBiotech Inc.","5.26","$188.41M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xbit",
"XELB","Xcel Brands, Inc","1.31","$23.95M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/xelb",
"XEL","Xcel Energy Inc.","48.5","$24.93B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/xel",
"XNCR","Xencor, Inc.","36.58","$2.06B","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xncr",
"XBIO","Xenetic Biosciences, Inc.","1.77","$16.64M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xbio",
"XHR","Xenia Hotels & Resorts, Inc.","17.33","$1.95B","2015","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/xhr",
"XENE","Xenon Pharmaceuticals Inc.","6.87","$173.4M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xene",
"XERS","Xeris Pharmaceuticals, Inc.","17.5","$365.17M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xers",
"XRX","Xerox Corporation","20.45","$4.87B","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/xrx",
"XGTI","XG Technology, Inc","0.34","$6.05M","2013","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/xgti",
"XLNX","Xilinx, Inc.","87.45","$22.13B","1990","Technology","Semiconductors","https://www.nasdaq.com/symbol/xlnx",
"XIN","Xinyuan Real Estate Co Ltd","4.13","$266.07M","2007","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/xin",
"XOMA","XOMA Corporation","13.28","$115.28M","1986","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xoma",
"XPER","Xperi Corporation","19.55","$946.58M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/xper",
"XPO","XPO Logistics, Inc.","56.92","$7.23B","n/a","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/xpo",
"XSPA","XpresSpa Group, Inc. ","0.163","$5.63M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/xspa",
"XTNT","Xtant Medical Holdings, Inc.","2.2","$28.98M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/xtnt",
"XTLB","XTL Biopharmaceuticals Ltd.","1.9","$9.77M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xtlb",
"XNET","Xunlei Limited","3.5","$235.19M","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/xnet",
"XYL","Xylem Inc.","66.94","$12.03B","2011","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/xyl",
