"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PFIN","P & F Industries, Inc.","7.91","$28.38M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pfin",
"PTSI","P.A.M. Transportation Services, Inc.","37.91","$226.45M","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/ptsi",
"PCAR","PACCAR Inc.","59.03","$20.63B","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/pcar",
"VETS","Pacer Military Times Best Employers ETF","23.81","$2.38M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vets",
"PACB","Pacific Biosciences of California, Inc.","7.29","$1.09B","2010","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/pacb",
"PCB","Pacific City Financial Corporation","14.38","$229.69M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/pcb",
"ROYT","Pacific Coast Oil Trust","1.81","$69.84M","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/royt",
"PACD","Pacific Drilling S.A.","13.75","$103125","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pacd",
"PEIX","Pacific Ethanol, Inc.","1.12","$51.2M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/peix",
"PCG^A","Pacific Gas & Electric Co.","19.17","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^a",
"PCG^B","Pacific Gas & Electric Co.","17.4905","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^b",
"PCG^C","Pacific Gas & Electric Co.","15.99","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^c",
"PCG^D","Pacific Gas & Electric Co.","16.349","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^d",
"PCG^E","Pacific Gas & Electric Co.","15.81","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^e",
"PCG^G","Pacific Gas & Electric Co.","14.9099","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^g",
"PCG^H","Pacific Gas & Electric Co.","14.6","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^h",
"PCG^I","Pacific Gas & Electric Co.","14.73","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^i",
"PCG","Pacific Gas & Electric Co.","24.4","$12.66B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/pcg",
"PMBC","Pacific Mercantile Bancorp","7.67","$168.1M","2000","Finance","Major Banks","https://www.nasdaq.com/symbol/pmbc",
"PPBI","Pacific Premier Bancorp Inc","26.58","$1.66B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ppbi",
"PCRX","Pacira Pharmaceuticals, Inc.","38.06","$1.56B","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pcrx",
"PKG","Packaging Corporation of America","86.17","$8.14B","2000","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/pkg",
"PACW","PacWest Bancorp","34.33","$4.18B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pacw",
