"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CFFI","C&F Financial Corporation","54.39","$190.46M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cffi",
"CJ","C&J Energy Services, Inc","14.43","$971.51M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/cj",
"CHRW","C.H. Robinson Worldwide, Inc.","82.69","$11.37B","1997","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/chrw",
"GYB","CABCO Series 2004-101 Trust","20","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","7.2612","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/pfh",
"CABO","Cable One, Inc.","834.48","$4.76B","2015","Consumer Services","Television Services","https://www.nasdaq.com/symbol/cabo",
"CBT","Cabot Corporation","44.21","$2.65B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/cbt",
"CCMP","Cabot Microelectronics Corporation","91.31","$2.62B","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/ccmp",
"COG","Cabot Oil & Gas Corporation","23.13","$9.97B","1990","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","144.6","$3.59B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/caci",
"WHD","Cactus, Inc.","29.53","$2.21B","2018","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/whd",
"CADE","Cadence Bancorporation","16.85","$1.41B","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/cade",
"CDNS","Cadence Design Systems, Inc.","43.26","$12.21B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","10.38","$254.49M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cdzi",
"CAE","CAE Inc","18.72","$4.98B","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cae",
"CZR","Caesars Entertainment Corporation","7.04","$4.71B","2012","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","14.18","$487.06M","2012","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cste",
"CAI","CAI International, Inc.","23.59","$455.43M","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/cai",
"CAI^A","CAI International, Inc.","23.7299","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cai^a",
"CAI^B","CAI International, Inc.","23.64","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cai^b",
"CLBS","Caladrius Biosciences, Inc.","4.6","$45.27M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","9.74","$711.1M","2003","n/a","n/a","https://www.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","9.15","$640.71M","2002","n/a","n/a","https://www.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","17.24","$420.96M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","6.88","$406.95M","2007","n/a","n/a","https://www.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","10.3","$89.04M","2005","n/a","n/a","https://www.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","10.69","$1.65B","2004","n/a","n/a","https://www.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","13.66","$467.98M","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","74.23","$1.3B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/cvgw",
"CMCL","Caledonia Mining Corporation Plc","6.15","$65.21M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/cmcl",
"CAL","Caleres, Inc.","29.09","$1.25B","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/cal",
"CRC","California Resources Corporation","19.35","$940.42M","2014","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crc",
