"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BCOM","B Communications Ltd.","5.9","$176.35M","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/bcom",
"BGS","B&G Foods, Inc.","28.29","$1.87B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/bgs",
"RILY","B. Riley Financial, Inc.","15.36","$407.87M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rily",
"RILYG","B. Riley Financial, Inc.","24.2","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rilyg",
"RILYH","B. Riley Financial, Inc.","25.39","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rilyh",
"RILYI","B. Riley Financial, Inc.","24.77","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rilyi",
"RILYL","B. Riley Financial, Inc.","25.4138","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rilyl",
"RILYZ","B. Riley Financial, Inc.","24.52","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rilyz",
"BOSC","B.O.S. Better Online Solutions","2.1838","$7.76M","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/bosc",
"BTG","B2Gold Corp","2.92","$2.89B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/btg",
"BW","Babcock","0.4757","$80.26M","2015","Capital Goods","Building Products","https://www.nasdaq.com/symbol/bw",
"BGH","Babson Global Short Duration High Yield Fund","16.29","$326.74M","2012","n/a","n/a","https://www.nasdaq.com/symbol/bgh",
"BMI","Badger Meter, Inc.","49.05","$1.43B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bmi",
"BIDU","Baidu, Inc.","160.95","$56.1B","2005","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/bidu",
"BCSF","Bain Capital Specialty Finance, Inc.","17.46","$898.88M","2018","n/a","n/a","https://www.nasdaq.com/symbol/bcsf",
"BHGE","Baker Hughes, a GE company","21.96","$24.15B","2017","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/bhge",
"BCPC","Balchem Corporation","79.5","$2.56B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/bcpc",
"BBN","BalckRock Taxable Municipal Bond Trust","21.48","$1.23B","2010","n/a","n/a","https://www.nasdaq.com/symbol/bbn",
"BLL","Ball Corporation","45.59","$15.46B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/bll",
"BTN","Ballantyne Strong, Inc","1.325","$19.14M","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/btn",
"BLDP","Ballard Power Systems, Inc.","2.98","$690.8M","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bldp",
"BANC","Banc of California, Inc.","14.1","$714.2M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/banc",
